tweet,sentiment,date,weekday,hour,followers,description
i just have to report this bank called uba  i transferred 1000 naira to someone yesterday and ti,1,2019-03-08 10:10:40,4.0,10.0,1121.0,jobless oau graduate accountant my tweets my opinion rice and dodo manchester united fashionista
i just have to report this bank called uba  i transferred 1000 naira to someone yesterday and ti,1,2019-03-08 10:07:44,4.0,10.0,1121.0,jobless oau graduate accountant my tweets my opinion rice and dodo manchester united fashionista
i mistakenly recharged a number on first march through zenith,1,2019-03-08 10:01:06,4.0,10.0,94.0,a student studying aeronautical engineering  boy
it been a week i went to lay complain  physically and fill form   about pos dispense error  an,1,2019-03-08 09:54:37,4.0,9.0,511.0,140 words cant describe me welcome  my world  team one nation  team chelsea  team ban
economic crimes   cbn  efcc seal informationsharing deals   nigeria  nigerians  abuja,0,2019-03-08 09:52:09,4.0,9.0,1282.0,news parliamentary and entertainment channel showing on startimes national channel 120  insta
i really want to know if  or any other bank in nigeria have the right to hol,1,2019-03-08 09:35:25,4.0,9.0,16.0,moskyng
wrt my complain yesterday i write to inform you that the challenges i encountered,1,2019-03-08 09:34:54,4.0,9.0,32.0,
,0,2019-03-08 09:33:28,4.0,9.0,501.0,god lover entrepreneur business analyst strategist consultant farmer singer lover proudly edo boy street
the lie of names of dead people being in the,0,2019-03-08 09:31:02,4.0,9.0,887.0,
,0,2019-03-08 09:30:13,4.0,9.0,27372.0,28yrs of business journalism in print radiotv online  head business news channels tv exbloombergtva mbi ait dbn nta views are mine
what is yeh status of my refundreversal of my fund it is now 9 days as against,1,2019-03-08 09:26:19,4.0,9.0,239.0,accountant auditor financial analyst consultant confirmed omo ekiti christian anglicancommunion  sports enthusiast arsenal 3sc
please what is the essence of providing an email address for financial institution complaints when it is n,1,2019-03-08 09:25:27,4.0,9.0,2271.0,talent managerpromoter               e  sanfordmmmgcom              my thoughts give me wings          i dream lucid
emefiele sha want another term by fire by force he didnt do all this before now but hes all ov,0,2019-03-08 09:24:35,4.0,9.0,198.0,anita baker lightning protection arsenal serena  tiwara and oh ideraoluwa
to bar convicts from opening bank accounts  via,0,2019-03-08 09:19:38,4.0,9.0,218183.0,nigerias independent online newspaper
you can bet youll be the first to know,0,2019-03-08 09:12:33,4.0,9.0,27372.0,28yrs of business journalism in print radiotv online  head business news channels tv exbloombergtva mbi ait dbn nta views are mine
i want to let you know that  is holding my fund for months at least month of no withdrawal,1,2019-03-08 09:08:08,4.0,9.0,16.0,moskyng
account has been resolved nevertheless fbn have poor custome,1,2019-03-08 09:03:21,4.0,9.0,10.0,i am beautiful
hello  the transaction occurred on the 4th as you can see from the pos receipt bu,1,2019-03-08 09:02:32,4.0,9.0,619.0,ceo  the asherites business ent the asherite cleanersvision2031politicianhusbandfatherbreadwinnergrace personified
whats next on the listbaby formula and diapers,0,2019-03-08 08:56:16,4.0,8.0,1383.0,contracts  procurement professional with over 10yrs oil  gas experience manchester united football club fan
this is more than a month and nothing has been done cc,1,2019-03-08 08:49:48,4.0,8.0,617.0,a man of mystery and power whose power is exceeded only by his mystery
you heard of the phrase innocent until proven guilty,0,2019-03-08 08:40:41,4.0,8.0,371.0,yoloyouonlyliveonesits not over until d fat lady sings       chelseafc fan respect for the rule of law and good governance is my fortelove politics
less i forgetthe person that has already passed jud,0,2019-03-08 08:40:11,4.0,8.0,371.0,yoloyouonlyliveonesits not over until d fat lady sings       chelseafc fan respect for the rule of law and good governance is my fortelove politics
paper authorizingordering them to do so you both mak,0,2019-03-08 08:26:28,4.0,8.0,371.0,yoloyouonlyliveonesits not over until d fat lady sings       chelseafc fan respect for the rule of law and good governance is my fortelove politics
of ignorance its quite weirdfunny that one of you u,0,2019-03-08 08:26:15,4.0,8.0,371.0,yoloyouonlyliveonesits not over until d fat lady sings       chelseafc fan respect for the rule of law and good governance is my fortelove politics
i just got to read both your weak assumptions and i ki,0,2019-03-08 08:26:01,4.0,8.0,371.0,yoloyouonlyliveonesits not over until d fat lady sings       chelseafc fan respect for the rule of law and good governance is my fortelove politics
failed transaction with nigeria banks is getting too too much amp unbearablepos  atm amp mobile app transac,1,2019-03-08 08:25:37,4.0,8.0,866.0,
please have mercy and tell  to reverse my declined transaction which ive just been told wil,1,2019-03-08 08:23:14,4.0,8.0,153.0,welcome to the  beginning of the rest of my life
they are protecting us from tyranny instead otherwise someone would wake up,0,2019-03-08 08:22:16,4.0,8.0,331.0,
if you give me a direct call i will give you the names,0,2019-03-08 08:21:52,4.0,8.0,27372.0,28yrs of business journalism in print radiotv online  head business news channels tv exbloombergtva mbi ait dbn nta views are mine
kindly look into this  and  has been doing this to me for months,1,2019-03-08 08:13:09,4.0,8.0,573.0,arsenal fan  entrepreneur  psychologist  music lover  ux
next level,0,2019-03-08 08:11:50,4.0,8.0,1634.0,instinct drives me destiny draws me merit is rewarded with wealth  with wealth comes classthe skull
economy news   corruption     say any individual or corporate body found to be involved in ec,0,2019-03-08 08:07:33,4.0,8.0,5449.0,independent stock market analyst and investor relations professional in nigeria special interest in guiding investors against poor investment decisions
nigeria will be north korea by the end of buharis second term,0,2019-03-08 08:06:07,4.0,8.0,89.0,international man of mystery      akowe jaiye jaiye ni mi omo gidi gangan igbadun laye  obo laye  code switching with ease
keep on deceiving bubu,0,2019-03-08 08:02:49,4.0,8.0,83.0,importer
how hard is it to get a court order na,1,2019-03-08 07:58:37,4.0,7.0,233.0,cool nd calm a true blue and proudly igbo
let the right steps be taken first energy  raw materials a,0,2019-03-08 07:56:05,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
guy rest jare,0,2019-03-08 07:55:22,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
ur referring to rice i guess how much is a bag of rice in co,0,2019-03-08 07:53:07,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
lets wait till 20yrs b4 we start na cus we must make everything perfect,0,2019-03-08 07:51:16,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
am stating the obvious great steps have to be taken first b,0,2019-03-08 07:47:56,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
that was what we said about rick but we know where we ar,0,2019-03-08 07:47:41,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
its over 2weeks that  unlawfully debited my account with the last penny i had on itive written a,1,2019-03-08 07:42:25,4.0,7.0,315.0,god music books
obviously this cosmetic approach is not the way forward we h,0,2019-03-08 07:42:24,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
you are just muddling everything togetheri cant help you with your opinion,0,2019-03-08 07:37:53,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
how long will it takeamphow will be possible for nigerian,0,2019-03-08 07:36:41,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
sources  which sources  lets stop over reacting to unverified statements on twitter,0,2019-03-08 07:33:20,4.0,7.0,1036.0,we blend and create 100  organic healing body butter african black soap polish and scrubs for your skin and hair with healing plant botanical oils
no one says it doesnt  ours is the worst,0,2019-03-08 07:30:40,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
commendable that both cbn and efcc are collaborating in fighting corruption the collaboration between the,0,2019-03-08 07:28:35,4.0,7.0,492.0,love kidstalk politics music business footballff
and you were told it doesnt happen in america  lol we know too much in nigeria,0,2019-03-08 07:28:26,4.0,7.0,4413.0,never live to please anyone
paper reforms when last did u visit the prisons and see thin,0,2019-03-08 07:26:55,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
who said britain is not an oil producer  guess u have not heard ab,0,2019-03-08 07:25:58,4.0,7.0,196.0,social activist  investigator commentator  critic and a thorn for some i know what most want to hide
it is a wrong economic policy u have to first revive the loc,0,2019-03-08 07:21:44,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
so you havent heard of explanation in that regard  i li,0,2019-03-08 07:19:55,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
no they become an investor in oil same as france america britain,0,2019-03-08 07:19:32,4.0,7.0,380.0,information broker book lover library  information enthusiast proudly kwasuite
is this possible without due prosecution and conviction  if true it could be construed to be a m,0,2019-03-08 07:18:21,4.0,7.0,1761.0,executive director african incentive partnerships aip ceo toff resources nigeria ltd
i stand by my first statement from my reply to youampyou s,0,2019-03-08 07:16:28,4.0,7.0,378.0,i am a nigerian lover of people and a strong optimist
they better especially the issue of payment receipts from  one would have expected better transparency w,0,2019-03-08 07:14:24,4.0,7.0,85.0,a development worker social entrepreneur and democrat
thats quite fast why not prosecute them,0,2019-03-08 07:12:21,4.0,7.0,815.0,young energetic and humble with interest in salesmanship research sports politics and news
you guys should keep your apology just give   the necessary feedback they need so,1,2019-03-08 07:04:58,4.0,7.0,14501.0,
still on point at least in u s  they make such mistakes and,1,2019-03-08 07:02:39,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
are u referring to the amended list after the flaws was disc,0,2019-03-08 07:00:04,4.0,7.0,1116.0,the world is beautiful just make your little space a better place
god bless you,0,2019-03-08 06:59:57,4.0,6.0,4413.0,never live to please anyone
how many cases have you witness in us  mr americana   over 1,0,2019-03-08 06:59:22,4.0,6.0,4413.0,never live to please anyone
u are 1 of those who hear one side but close your ears t,0,2019-03-08 06:54:59,4.0,6.0,378.0,i am a nigerian lover of people and a strong optimist
yeah but i didnt know it was this extreme,0,2019-03-08 06:50:15,4.0,6.0,2344.0,the fact that i am a woman does not make me a different kind of christian but the fact that i am a christian does make me a different kind of woman
hey   is this what you were discussing,0,2019-03-08 06:45:33,4.0,6.0,4833.0,love god love people live life
to kick off microfinance banking in seven locations     1minnews,0,2019-03-08 06:41:30,4.0,6.0,53922.0,nigerias no1 market intelligence  news analysis site subscribe to our data hub via instagram
you cant make a cashless society and then ban people from being able to open bank accounts,1,2019-03-08 06:40:51,4.0,6.0,122.0,no regrets ever more wine
so if a country without oil invests in oil production in another c,0,2019-03-08 06:27:47,4.0,6.0,196.0,social activist  investigator commentator  critic and a thorn for some i know what most want to hide
